time/iterations,curriculum/success_rate,rollout/episodes,curriculum/frontier,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/clip_range,train/explained_variance,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/loss,rollout/fill_mean,rollout/success_rate,rollout/win_rate_true_start,rollout/ep_rew_mean,rollout/fill_mean_true_start,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,eval/success_rate
179,0.829698857736241,635,207,33511,46923776,1400,0.05805206298828125,0.130007552,0.9548047184944153,0.7293413835577667,0.0065599647,0.00016468126720000002,0.00355203182061814,-0.09463441488333046,540,0.34213295578956604,0.8514886811023622,0.65,0.0,53.54075241088867,0.38174189814814813,430.33,,,
180,nan,569,207,33498,47185920,1408,0.05247783660888672,0.129614336,0.9601219892501831,0.6983680916018784,0.004575319,0.0001639210496,0.002238535190372204,-0.09529396396828815,544,0.28047627210617065,0.8331365333919156,0.59,0.0,49.51255798339844,0.3680555555555556,418.52,,,
181,0.7436419125127162,664,207,33484,47448064,1417,0.05188751220703125,0.12922112000000002,0.9653118252754211,0.6744921570643783,0.00295586,0.000163160832,0.002232111806733883,-0.09570597624406219,548,0.28810182213783264,0.8470326618975904,0.63,0.0,48.398555755615234,0.3741494455645161,422.52,,,
182,0.6899810964083176,701,207,33470,47710208,1425,0.05210590362548828,0.128827904,0.9687491059303284,0.6813891404308379,0.0033563036,0.0001624006144,0.0018762784484351869,-0.09770485758781433,552,0.3457215428352356,0.822597182596291,0.52,0.0,44.38809585571289,0.3737980769230769,392.96,,,
183,0.609073359073359,670,207,33460,47972352,1433,0.0678253173828125,0.12843468800000002,0.9699172377586365,0.70280392607674,0.0079873875,0.0001616403968,0.0044148386259621475,-0.10154165187850595,556,0.2784700393676758,0.8143190298507462,0.35,0.0,47.96601104736328,0.3835995802238806,435.08,,,
,,,,,48234496,,0.07300218485169492,0.128041472,0.9712573289871216,0.718039543951972,0.02078811,0.0001608801792,0.00993026961903956,-0.10093098942000987,558,0.33962005376815796,,,,,,,592.89,96.34835815429688,0.0
184,0.4969574036511156,605,207,33393,48234496,1444,,,,,,,,,,,0.7928783574380165,0.36,0.0,39.153770446777344,0.38179490546218486,397.29,,,
185,0.396875,594,207,33425,48496640,1450,0.07023056239297945,0.127648256,0.97157222032547,0.6921880604469612,0.021432519,0.00016011996159999997,0.006491328248345893,-0.10119977960847829,561,0.36343100666999817,0.7671835542929293,0.29,0.0,40.37028503417969,0.3677413712686567,400.79,,,
186,0.3641912512716175,593,207,33501,48758784,1455,0.07373046875,0.12725503999999999,0.967441737651825,0.8948474824428558,0.021807559,0.00015935974399999999,0.009423260387848131,-0.1039830120280385,562,0.4242168962955475,0.7888648819561551,0.28,0.0,34.97893142700195,0.37283380681818185,392.13,,,
187,0.3697674418604651,476,207,33488,49020928,1463,0.06203269958496094,0.126861824,0.9713302254676819,0.6147152232006192,0.004578854,0.0001585995264,0.003648434409114998,-0.09687013126676902,566,0.2810532748699188,0.7618582589285714,0.24,0.0,45.72064971923828,0.3731478987068966,440.45,,,
188,0.37347767253044656,360,207,33474,49283072,1472,0.0637369155883789,0.126468608,0.9717625379562378,0.5553116195369512,0.004350721,0.0001578393088,0.003953239393013064,-0.09371309593552724,570,0.24984997510910034,0.7152777777777778,0.26,0.0,52.72270584106445,0.37299845041322316,478.4,,,
189,0.37632978723404253,384,207,33464,49545216,1480,0.04995250701904297,0.126075392,0.9698082804679871,0.5506628316361457,0.003654833,0.00015707909120000002,0.0015532159677604795,-0.08982529281638563,574,0.23143203556537628,0.7209269205729166,0.25,0.0,57.14674377441406,0.3941465435606061,534.38,,,
190,0.3932107496463932,336,207,33452,49807360,1488,0.05784416198730469,0.125682176,0.9672996401786804,0.561670406954363,0.007067153,0.00015631887360000003,0.0043486997583386255,-0.08416995737934485,578,0.2650585174560547,0.6979050409226191,0.3,0.0,57.088802337646484,0.375,532.32,,,
191,0.42715700141442714,354,207,33438,50069504,1497,0.05371284484863281,0.12528896,0.9656834602355957,0.5408642762340605,0.0037973262,0.000155558656,0.003785563147630455,-0.07873999117873609,582,0.26169443130493164,0.6923441913841808,0.25,0.0,65.28079223632812,0.38217474489795916,570.36,,,
,,,,,50331648,,0.047504425048828125,0.124895744,0.9643571972846985,0.5568795171566308,0.004261759,0.0001547984384,0.0031686835827713367,-0.0726546382647939,586,0.26447629928588867,,,,,,,581.79,97.3994140625,0.0
192,0.49295774647887325,341,207,33315,50331648,1510,,,,,,,,,,,0.7213274376832844,0.32,0.0,61.74781799316406,0.38946207061068705,563.33,,,
193,0.5769230769230769,358,207,33305,50593792,1519,0.041248321533203125,0.124502528,0.967975378036499,0.5041542823892087,0.002601179,0.0001540382208,0.001835128214679571,-0.06749144074274227,590,0.25432926416397095,0.7443588512569832,0.4,0.0,60.936668395996094,0.3984675480769231,584.48,,,
194,0.6207332490518331,417,207,33295,50855936,1527,0.039229393005371094,0.124109312,0.9695770144462585,0.49285124707967043,0.0028818678,0.0001532780032,0.0025349293182443944,-0.0622572205029428,594,0.20706099271774292,0.7694375749400479,0.48,0.0,63.589298248291016,0.3959263392857143,621.83,,,
195,0.6696542893725992,391,207,33283,51118080,1535,0.046504974365234375,0.123716096,0.9708247184753418,0.5080038569867611,0.00482211,0.0001525177856,0.006340946751151932,-0.05864127731183544,598,0.2526112496852875,0.7936281170076727,0.51,0.0,62.23130798339844,0.3965553977272727,619.82,,,
196,0.7125307125307125,397,207,33273,51380224,1544,0.03992938995361328,0.12332288,0.9743114709854126,0.4538426792714745,0.0037102578,0.000151757568,0.003718118837241491,-0.05589715571841225,602,0.21291187405586243,0.8363113979848866,0.5,0.0,61.181514739990234,0.39321347891566266,639.63,,,
197,0.7528089887640449,386,207,33262,51642368,1552,0.0323638916015625,0.12292966400000001,0.9764199256896973,0.43699912540614605,0.0021687318,0.00015099735040000002,0.001737174582103762,-0.05483999790158123,606,0.1893565058708191,0.8375667908031088,0.59,0.0,63.67311477661133,0.40133272058823527,678.04,,,
198,0.7576875768757687,390,207,33254,51904512,1560,0.037566184997558594,0.12253644799999999,0.978236734867096,0.4070342527702451,0.0027435026,0.00015023713279999998,0.0028254595731596055,-0.054936671047471464,610,0.17693226039409637,0.843379407051282,0.58,0.0,60.10806655883789,0.3926542207792208,653.08,,,
199,0.7542372881355932,390,207,33243,52166656,1569,0.03577423095703125,0.12214323199999999,0.9786347150802612,0.40372879756614566,0.0050587268,0.0001494769152,0.002222015879851824,-0.054926217708271,614,0.19345200061798096,0.8620693108974359,0.57,0.0,61.58684158325195,0.38916015625,704.33,,,
,,,,,52428800,,0.039775848388671875,0.121750016,0.9779629111289978,0.41594587825238705,0.0030469752,0.0001487166976,0.003917915959846141,-0.0537616852670908,618,0.19281169772148132,,,,,,,572.82,94.48838806152344,0.0
200,0.7560386473429952,392,207,33079,52428800,1584,,,,,,,,,,,0.8673469387755102,0.67,0.0,59.3503532409668,0.3939208984375,700.79,,,
201,0.7643391521197007,369,207,33074,52690944,1593,0.028470993041992188,0.1213568,0.9788244366645813,0.397795426659286,0.0019549544,0.00014795648,0.00034470994523871923,-0.05428386715357192,622,0.17693397402763367,0.8552782012195121,0.67,0.0,58.09028625488281,0.38747667910447764,710.85,,,
202,0.7655259822560203,373,207,33070,52953088,1601,0.03311347961425781,0.12096358400000001,0.9785701036453247,0.389627963071689,0.0033842982,0.00014719626240000002,0.0014879459963594854,-0.05462314694887027,626,0.18499626219272614,0.8273081434316354,0.54,0.0,58.85426712036133,0.37885974702380953,646.88,,,
203,0.7743979721166033,367,207,33061,53215232,1609,0.040007591247558594,0.120570368,0.976382315158844,0.42265767278149724,0.003528073,0.00014643604479999998,0.0038218511094783025,-0.05385846379795112,630,0.19002528488636017,0.8425046832425068,0.65,0.0,67.76055145263672,0.38005809294871795,730.61,,,
204,0.7811704834605598,365,207,33052,53477376,1617,0.030983924865722656,0.120177152,0.9759702682495117,0.4214791194535792,0.0026455123,0.0001456758272,0.0011066111210311647,-0.052869102568365633,634,0.19569088518619537,0.8377996575342466,0.58,0.0,60.267356872558594,0.38721321202531644,683.79,,,
205,0.8057366362451108,338,199,33045,53739520,1626,0.029895782470703125,0.11978393600000001,0.9764495491981506,0.40673391870222986,0.0031023195,0.0001449156096,0.0010793347828439437,-0.052130654716165736,638,0.1592518389225006,0.8487194896449705,0.56,0.0,68.30814361572266,0.3944212147887324,703.03,,,
206,nan,351,199,33039,54001664,1634,0.0309295654296875,0.11939072,0.9780100584030151,0.3786901228595525,0.00246505,0.000144155392,0.0014032115423106006,-0.052138726226985455,642,0.19238553941249847,0.8245637464387464,0.59,0.0,66.0256576538086,0.392578125,675.51,,,
207,0.7590987868284229,393,199,33033,54263808,1642,0.036121368408203125,0.11899750399999999,0.9768206477165222,0.4092126253526658,0.004095769,0.0001433951744,0.0027406668823459768,-0.05159869871567935,646,0.17661546170711517,0.8340589217557252,0.61,0.0,64.1649398803711,0.39118975903614456,676.21,,,
,,,,,54525952,,0.03179740905761719,0.118604288,0.9766544699668884,0.4260470694862306,0.007764616,0.0001426349568,0.001728137985082867,-0.05169540605857037,650,0.21071654558181763,,,,,,,563.27,94.87796783447266,0.0
208,0.7555012224938875,395,199,32941,54525952,1655,,,,,,,,,,,0.8417227056962026,0.59,0.0,57.18465805053711,0.38382711038961037,656.47,,,
209,0.7259953161592506,415,199,32940,54788096,1663,0.04166603088378906,0.118211072,0.976818859577179,0.4137024760711938,0.0053998185,0.00014187473920000002,0.0043923580888076685,-0.05201406974811107,654,0.18449097871780396,0.8593279367469879,0.58,0.0,57.355010986328125,0.39357069672131145,656.11,,,
210,0.6884057971014492,412,199,32933,55050240,1671,0.038231849670410156,0.117817856,0.9796635508537292,0.4048994097393006,0.0046733217,0.0001411145216,0.004021703888611228,-0.054776352539192885,658,0.17230521142482758,0.8203219811893204,0.43,0.0,48.645050048828125,0.3820684523809524,566.07,,,
211,0.6798603026775321,424,199,32926,55312384,1679,0.03696155548095703,0.11742464000000001,0.9774967432022095,0.4570298702456057,0.0043395483,0.000140354304,0.0024697492435734603,-0.05689078406430781,662,0.21077676117420197,0.8500608048349056,0.56,0.0,49.363548278808594,0.38455528846153847,627.57,,,
212,0.6548974943052391,454,199,32917,55574528,1688,0.03387641906738281,0.117031424,0.9807738065719604,0.4167333429213613,0.0025254157,0.0001395940864,0.000916924727789592,-0.05785058462060988,666,0.19187548756599426,0.836789303414097,0.47,0.0,52.9014892578125,0.39340049342105265,619.64,,,
213,0.6466739367502726,488,199,32910,55836672,1696,0.04829597473144531,0.116638208,0.981248676776886,0.4270042721182108,0.0049796477,0.0001388338688,0.006523534079860838,-0.058837687625782564,670,0.17981968820095062,0.8468878073770492,0.47,0.0,53.92037582397461,0.3963468309859155,610.75,,,
214,0.6038374717832957,446,199,32906,56098816,1704,0.04241752624511719,0.116244992,0.9823387265205383,0.38655974506400526,0.0036192564,0.00013807365120000002,0.0030488417901324283,-0.06032211275305599,674,0.15488843619823456,0.8351229680493274,0.52,0.0,53.0063591003418,0.3802734375,644.77,,,
215,0.5629213483146067,461,199,32895,56360960,1713,0.042194366455078125,0.115851776,0.9813773036003113,0.4084484404884279,0.003074823,0.00013731343360000003,0.002873540782275086,-0.0627518105902709,678,0.17386271059513092,0.8235069821041214,0.47,0.0,50.65654754638672,0.3851232394366197,604.58,,,
,,,,,56623104,,0.05157279968261719,0.11545855999999999,0.9808880686759949,0.4142419472336769,0.012084822,0.00013655321599999998,0.005347082651042001,-0.06396472404594533,682,0.179037943482399,,,,,,,585.55,97.50567626953125,0.0
216,0.5306781485468245,496,199,32796,56623104,1726,,,,,,,,,,,0.8225018901209677,0.35,0.0,45.998191833496094,0.37575792910447764,582.91,,,
217,0.4582857142857143,447,199,32789,56885248,1734,0.0490570068359375,0.115065344,0.9806016683578491,0.40309960790909827,0.003999846,0.0001357929984,0.0033064323224607506,-0.06700581198674627,686,0.18303295969963074,0.7926017197986577,0.28,0.0,42.277015686035156,0.3666449652777778,524.08,,,
218,0.3866213151927438,462,199,32781,57147392,1743,0.05074596405029297,0.114672128,0.9783808588981628,0.44684766279533505,0.0043600486,0.0001350327808,0.0034454402075425605,-0.0704471574863419,690,0.2086251974105835,0.7833722267316018,0.19,0.0,40.059364318847656,0.39287109375,531.73,,,
219,0.33681765389082463,458,199,32772,57409536,1751,0.045032501220703125,0.114278912,0.9780623912811279,0.44376883865334094,0.0041943467,0.00013427256320000001,0.0022985989453445654,-0.07135466963518411,694,0.1848374307155609,0.7619575600436681,0.13,0.0,40.461021423339844,0.3905847293814433,510.06,,,
220,0.2908458864426419,439,199,32767,57671680,1760,0.04626941680908203,0.113885696,0.9748644232749939,0.48988513951189816,0.004220742,0.0001335123456,0.0021319196871445456,-0.07311179488897324,698,0.20985284447669983,0.7687927107061503,0.22,0.0,36.01980209350586,0.38738692434210525,521.27,,,
221,0.23127035830618892,511,199,32762,57933824,1768,0.05320453643798828,0.11349247999999999,0.9764795303344727,0.477090414846316,0.0047907494,0.00013275212799999998,0.004166232000898162,-0.0740808995324187,702,0.1846286803483963,0.7653268713307241,0.16,0.0,34.71370315551758,0.4001736111111111,507.35,,,
222,0.23529411764705882,509,199,32757,58195968,1776,0.04249095916748047,0.11309926399999999,0.9755241274833679,0.5298544079996645,0.0026133186,0.0001319919104,0.0018046288068944705,-0.07457032549427822,706,0.23949971795082092,0.7676126596267191,0.22,0.0,34.752262115478516,0.3856885302197802,518.81,,,
223,0.24483133841131666,507,199,32751,58458112,1784,0.043529510498046875,0.112706048,0.9729461669921875,0.5696375449188054,0.003121011,0.0001312316928,0.001592904474819079,-0.07564586633816361,710,0.26524245738983154,0.7724436020710059,0.21,0.0,36.555782318115234,0.3785067471590909,535.31,,,
,,,,,58720256,,0.04307079315185547,0.112312832,0.9722738862037659,0.5999614072497934,0.00261481,0.00013047147520000001,0.0012028585351799848,-0.07801140571245924,714,0.2546606957912445,,,,,,,568.06,97.12316131591797,0.0
224,0.23949579831932774,535,199,32658,58720256,1797,,,,,,,,,,,0.7723714953271028,0.21,0.0,33.906028747558594,0.37702371987951805,485.04,,,
225,0.21263791374122368,599,199,32653,58982400,1806,0.04152870178222656,0.11191961599999999,0.9730348587036133,0.6027334409300238,0.0021191044,0.0001297112576,0.0007362945111708541,-0.0821263380930759,718,0.2788686752319336,0.75982757721202,0.14,0.0,39.607879638671875,0.3838082107843137,503.21,,,
226,0.22001982160555006,603,199,32647,59244544,1814,0.03977012634277344,0.1115264,0.972656786441803,0.6331561463885009,0.0019397317,0.00012895104,0.00038990513121461845,-0.08415272302227095,722,0.2611750364303589,0.7769680244610282,0.25,0.0,39.632450103759766,0.390375664893617,558.65,,,
227,0.22580645161290322,621,199,32644,59506688,1822,0.053313255310058594,0.111133184,0.9747916460037231,0.6098249575588852,0.0047299573,0.00012819082240000002,0.002749855771071452,-0.08557390939677134,726,0.2811489701271057,0.7651280696457327,0.19,0.0,37.98244857788086,0.37643494897959184,498.65,,,
228,0.2174757281553398,621,199,32638,59768832,1831,0.05553722381591797,0.11073996800000001,0.9739901423454285,0.6308583717327565,0.004243443,0.0001274306048,0.0026707338051892293,-0.08779666083864868,730,0.30440956354141235,0.777205364331723,0.21,0.0,35.269317626953125,0.39234203296703296,521.77,,,
229,0.20579710144927535,638,199,32633,60030976,1839,0.05163002014160156,0.11034675199999999,0.9761243462562561,0.5916875989641994,0.00412391,0.0001266703872,0.002002235611598735,-0.09074646211229265,734,0.26825976371765137,0.7591656054075235,0.06,0.0,31.116567611694336,0.3786028519417476,414.5,,,
230,0.16489874638379942,648,199,32629,60293120,1847,0.04557609558105469,0.10995353599999999,0.9739494323730469,0.6605142671614885,0.0016070323,0.0001259101696,0.000909716605747235,-0.09316278883488849,738,0.3161706328392029,0.7491620852623457,0.1,0.0,27.960222244262695,0.3692286036036036,410.83,,,
231,0.14727085478887744,568,199,32625,60555264,1856,0.05446815490722656,0.10956032,0.9740405678749084,0.6420998082030565,0.0033006235,0.000125149952,0.0018623062887854758,-0.09473344817524776,742,0.26594170928001404,0.7504126320422535,0.17,0.0,33.38478088378906,0.38571198453608246,496.29,,,
,,,,,60817408,,0.04824542999267578,0.109167104,0.9763465523719788,0.595145819708705,0.0023451285,0.00012438973440000002,0.0010916247142631619,-0.09436531033134088,746,0.30095359683036804,,,,,,,582.02,99.30919647216797,0.0
232,0.12729124236252545,579,199,32539,60817408,1869,,,,,,,,,,,0.7439955742659758,0.09,0.0,34.06200408935547,0.38039626288659795,439.07,,,
233,0.12008072653884964,586,199,32535,61079552,1877,0.05400371551513672,0.108773888,0.9771023988723755,0.5716868271119893,0.002875708,0.00012362951680000003,0.001972024464066635,-0.09502963139675558,750,0.23066489398479462,0.7508732401877133,0.06,0.0,26.12195587158203,0.38170230263157895,379.09,,,
234,0.13272543059777103,625,199,32529,61341696,1885,0.05522727966308594,0.108380672,0.976507306098938,0.5665142890065908,0.0026408546,0.00012286929919999999,0.001880481435364345,-0.09632756392238662,754,0.24515269696712494,0.72795625,0.1,0.0,35.1104621887207,0.3830389492753623,440.61,,,
235,0.13326551373346898,605,199,32525,61603840,1894,0.03848075866699219,0.107987456,0.9716117978096008,0.7283318382687867,0.0014172565,0.0001221090816,0.0001859991398305283,-0.09639593091560528,758,0.3208744525909424,0.7317407024793389,0.1,0.0,36.506797790527344,0.37970671106557374,444.28,,,
236,0.11686991869918699,615,199,32526,61865984,1901,0.05978679656982422,0.10759424,0.9734233617782593,0.6054545030929148,0.003647894,0.00012134886400000001,0.0023699036428297404,-0.09632504393812269,762,0.2508039176464081,0.7280741869918699,0.06,0.0,42.0933723449707,0.39548544847328243,447.71,,,
237,0.10770750988142293,629,199,32521,62128128,1910,0.05408477783203125,0.107201024,0.9731535315513611,0.6158070454839617,0.0035582508,0.00012058864640000002,0.0013366760595090454,-0.09599654393969104,766,0.2711160480976105,0.7373807631160573,0.08,0.0,30.884136199951172,0.38117654914529914,416.93,,,
238,0.10784313725490197,650,199,32513,62390272,1918,0.053551673889160156,0.10680780799999999,0.9720704555511475,0.6675724009983242,0.002502297,0.0001198284288,0.0015893636345936102,-0.09819419105770066,770,0.32994699478149414,0.7335396634615384,0.05,0.0,38.68185806274414,0.39408052884615385,439.22,,,
239,0.09826589595375723,680,199,32508,62652416,1927,0.04267311096191406,0.10641459199999999,0.9745035767555237,0.6640249616466463,0.0014456512,0.00011906821120000001,0.0007821510685062094,-0.09830844367388636,774,0.32131120562553406,0.7256031709558823,0.08,0.0,36.328880310058594,0.3929907570422535,402.2,,,
,,,,,62914560,,0.059111595153808594,0.106021376,0.9750136733055115,0.6299989295657724,0.0033761503,0.0001183079936,0.0021794999156554695,-0.09944663196802139,778,0.29602184891700745,,,,,,,604.24,103.42697143554688,0.0
240,0.08978032473734479,667,199,32422,62914560,1940,,,,,,,,,,,0.7403368628185907,0.06,0.0,35.474273681640625,0.40234375,416.79,,,
241,0.09437559580552908,671,199,32424,63176704,1948,0.058513641357421875,0.10562816,0.9768256545066833,0.5922020103316754,0.0036284323,0.00011754777600000001,0.0021509312882699305,-0.09960772260092199,782,0.25137627124786377,0.7391137295081968,0.08,0.0,30.726280212402344,0.38377305327868855,414.78,,,
242,0.1010194624652456,702,199,32418,63438848,1956,0.048007965087890625,0.10523494400000001,0.9760655164718628,0.6632919940166175,0.0017653874,0.00011678755840000002,0.0012270427696421393,-0.1023589419783093,786,0.28283926844596863,0.7400896990740741,0.07,0.0,35.280128479003906,0.3908790650406504,420.94,,,
243,0.08579599618684461,655,199,32417,63700992,1965,0.05287647247314453,0.104841728,0.9757406115531921,0.6618918324820697,0.00182187,0.0001160273408,0.001818915187868697,-0.10430555266793817,790,0.3258114755153656,0.7454973759541985,0.05,0.0,29.523611068725586,0.3908092570754717,377.43,,,
244,0.0743879472693032,673,199,32415,63963136,1973,0.05229949951171875,0.104448512,0.9773364067077637,0.6285456055775285,0.0029932593,0.00011526712320000001,0.0015114691541384673,-0.10599083517445251,794,0.2702377438545227,0.7392099275631501,0.05,0.0,31.779504776000977,0.38759853603603606,391.55,,,
245,0.066543438077634,715,199,32410,64225280,1981,0.06450557708740234,0.104055296,0.9766674637794495,0.6109564357902855,0.004651513,0.00011450690560000002,0.002380387688845076,-0.10721001372439787,798,0.24995602667331696,0.7337248688811189,0.07,0.0,38.90627670288086,0.39614661654135336,444.79,,,
246,0.06744604316546762,741,199,32402,64487424,1990,0.05801200866699219,0.10366208,0.9749707579612732,0.6436141384765506,0.0030715615,0.00011374668800000001,0.0016197410509448673,-0.10877269768388942,802,0.2489027976989746,0.7351341093117408,0.05,0.0,33.37913513183594,0.38947432170542634,421.93,,,
247,0.07136322049405307,723,199,32398,64749568,1998,0.05621623992919922,0.10326886399999999,0.9755628108978271,0.6583520220592618,0.0017365485,0.00011298647039999999,0.0012199955790492822,-0.10980858153197914,806,0.3205898702144623,0.7285939661134163,0.01,0.0,28.363601684570312,0.38713942307692306,347.45,,,
,,,,,65011712,,0.061514854431152344,0.102875648,0.9763315320014954,0.6289679924957454,0.0028822655,0.0001122262528,0.0016994061520563264,-0.11309873167192563,810,0.2680293619632721,,,,,,,575.2,99.31602478027344,0.0
248,0.05457746478873239,749,199,32327,65011712,2011,,,,,,,,,,,0.7408263100801068,0.06,0.0,25.851903915405273,0.38658047566371684,359.14,,,
249,0.04501323918799647,791,199,32322,65273856,2019,0.05895042419433594,0.102482432,0.9751201272010803,0.6641375357285142,0.004727843,0.00011146603520000001,0.0015688846956436464,-0.11388706968864426,814,0.30052539706230164,0.7194907553729456,0.05,0.0,36.10314178466797,0.3935423259493671,387.93,,,
250,0.04137323943661972,794,199,32321,65536000,2027,0.057717323303222656,0.102089216,0.973791778087616,0.7068924224004149,0.0021685702,0.00011070581760000002,0.0010030874482254148,-0.11457882123067975,818,0.29070451855659485,0.7194633579974811,0.07,0.0,29.28192901611328,0.3971518987341772,369.13,,,
251,0.051075268817204304,769,199,32315,65798144,2036,0.06472206115722656,0.101696,0.9750581979751587,0.687393540982157,0.0027346984,0.00010994559999999998,0.0018987937264682841,-0.11644796741893515,822,0.3139972686767578,0.721813028283485,0.04,0.0,26.66364288330078,0.39616523692810457,317.41,,,
252,0.037587412587412584,772,199,32311,66060288,2044,0.06519508361816406,0.10130278399999999,0.9755558967590332,0.6631223009899259,0.0042029163,0.00010918538239999999,0.0019873477604051004,-0.11659373680595309,826,0.29180708527565,0.7325534326424871,0.04,0.0,23.101091384887695,0.40325927734375,339.93,,,
253,0.031007751937984496,784,199,32307,66322432,2052,0.06321907043457031,0.10090956799999999,0.9771643877029419,0.6386956484057009,0.003069872,0.0001084251648,0.0019008240101356932,-0.11759790306678042,830,0.2909642457962036,0.7336475605867347,0.02,0.0,23.780790328979492,0.3835746951219512,320.24,,,
254,0.04745762711864407,827,199,32301,66584576,2061,0.0636129379272461,0.100516352,0.9759156107902527,0.6708494015038013,0.0040901843,0.00010766494720000001,0.0017120695501944283,-0.11915647186106071,834,0.29617923498153687,0.7282345828295043,0.07,0.0,25.509397506713867,0.3914753401360544,341.65,,,
255,0.03671328671328671,786,199,32299,66846720,2069,0.06231498718261719,0.100123136,0.9759577512741089,0.6697410894557834,0.003280227,0.00010690472960000002,0.0013985759251227137,-0.11972729553235695,838,0.2961185872554779,0.7201465092239185,0.01,0.0,19.963764190673828,0.390625,287.26,,,
,,,,,67108864,,0.06413841247558594,0.09972991999999999,0.9753270745277405,0.6795062767341733,0.0026154346,0.000106144512,0.0017468299247411778,-0.1186799107817933,842,0.2846683859825134,,,,,,,575.33,99.94586944580078,0.0
256,0.02859618717504333,810,199,32220,67108864,2082,,,,,,,,,,,0.7188464506172839,0.03,0.0,32.65260314941406,0.3920272435897436,348.46,,,
257,0.032534246575342464,807,199,32214,67371008,2091,0.05417346954345703,0.099336704,0.9752888679504395,0.6785504836589098,0.0024527013,0.00010538429440000002,0.0004585756241795025,-0.11840888892766088,846,0.28105416893959045,0.7278742642503098,0.04,0.0,25.0899600982666,0.39323853417266186,321.08,,,
258,0.036564625850340135,822,199,32208,67633152,2099,0.052596092224121094,0.098943488,0.9747500419616699,0.7249482017941773,0.0012316523,0.0001046240768,0.0006155868572932377,-0.1196293105604127,850,0.34743374586105347,0.7266385340632603,0.05,0.0,27.228654861450195,0.3953606592465753,352.39,,,
259,0.031604538087520256,882,199,32205,67895296,2108,0.05471038818359375,0.09855027200000001,0.9756828546524048,0.7037460720166564,0.003090782,0.00010386385920000001,0.0009856738333837711,-0.12177076208172366,854,0.31235480308532715,0.7295741213151927,0.04,0.0,27.12688636779785,0.3898067989864865,324.15,,,
260,0.03504482477587612,896,199,32199,68157440,2116,0.05513477325439453,0.09815705599999999,0.9746981859207153,0.7695789565332234,0.001699701,0.0001031036416,0.0009416053035238292,-0.12535177113022655,858,0.3462957441806793,0.7215009416852679,0.02,0.0,31.680194854736328,0.39476238905325445,360.84,,,
261,0.0234009360374415,914,199,32192,68419584,2125,0.06087303161621094,0.09776383999999999,0.9741248488426208,0.7747204168699682,0.002140056,0.000102343424,0.001229633945513342,-0.1276035092305392,862,0.35940608382225037,0.7381487623085339,0.0,0.0,21.729238510131836,0.4073745265151515,281.79,,,
262,0.015810276679841896,894,199,32189,68681728,2133,0.06639289855957031,0.097370624,0.9784823656082153,0.6370276887901127,0.0028985066,0.00010158320640000002,0.0013988943396725517,-0.1317501792218536,866,0.29241886734962463,0.7327757969798657,0.01,0.0,22.407991409301758,0.38487160852713176,303.04,,,
263,0.014469453376205787,890,199,32183,68943872,2142,0.06656455993652344,0.096977408,0.9795991778373718,0.6362286703661084,0.003213546,0.00010082298880000003,0.0012587864093802636,-0.13381326477974653,870,0.2808355391025543,0.7279757724719101,0.02,0.0,21.778366088867188,0.4033336900684932,292.67,,,
,,,,,69206016,,0.06216621398925781,0.096584192,0.9799683094024658,0.6411652872338891,0.0024488245,0.00010006277120000004,0.0006908436307639931,-0.13658539799507707,874,0.24907046556472778,,,,,,,571.35,99.42986297607422,0.0
264,0.011608623548922056,853,199,32117,69206016,2154,,,,,,,,,,,0.7230546600234466,0.0,0.0,26.77361297607422,0.4017857142857143,297.42,,,
265,0.01043338683788122,905,199,32113,69468160,2163,0.07026195526123047,0.09619097599999998,0.9804710149765015,0.6283466387540102,0.0030460847,9.93025536e-05,0.0016393145674555853,-0.13743846456054598,878,0.2822905480861664,0.7213311464088398,0.02,0.0,20.97386932373047,0.3903301886792453,287.16,,,
266,0.010301109350237718,925,199,32109,69730304,2171,0.056784629821777344,0.09579776,0.9785917401313782,0.7088019130751491,0.0013797046,9.8542336e-05,0.00022320248262985842,-0.13826579810120165,882,0.31611382961273193,0.7188260135135135,0.01,0.0,23.47330093383789,0.3963046395705521,287.73,,,
267,0.005430566330488751,940,199,32106,69992448,2180,0.0658254623413086,0.095404544,0.9775765538215637,0.7134619988501072,0.002449364,9.778211840000002e-05,0.0010258951438117947,-0.14092998974956572,886,0.32875585556030273,0.7240857712765958,0.0,0.0,25.61498260498047,0.3937551738410596,276.05,,,
268,0.008507347254447023,953,199,32102,70254592,2188,0.07091331481933594,0.095011328,0.9786777496337891,0.6891133938916028,0.0029419654,9.702190080000003e-05,0.0011086973586316162,-0.14655974379274994,890,0.27130797505378723,0.7211970422350472,0.0,0.0,29.251432418823242,0.38916015625,309.61,,,
269,0.00933125972006221,963,199,32100,70516736,2196,0.0725555419921875,0.09461811199999999,0.9766582250595093,0.756657911464572,0.0038633314,9.626168320000001e-05,0.0014845430587229203,-0.1475068748695776,894,0.3119204342365265,0.7152372144340602,0.0,0.0,20.224327087402344,0.3937588276836158,256.7,,,
