curriculum/frontier,time/total_timesteps,time/iterations,curriculum/success_rate,time/fps,time/time_elapsed,rollout/episodes,rollout/ep_len_mean,rollout/success_rate,train/explained_variance,rollout/ep_rew_mean,train/approx_kl,rollout/win_rate_true_start,train/learning_rate,rollout/fill_mean,train/n_updates,train/entropy_loss,rollout/fill_mean_true_start,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
1,2555904,78,nan,39201,65,727,44.17,0.96,0.7310607433319092,24.43682289123535,0.0005737513,0.9573590096286108,0.000153658112,0.9938101788170564,308,-0.10130810900591314,0.9938101788170564,1.276886148378253,0.12430591999999999,0.6898927688598633,0.01251983642578125,-0.0006943515400053002,,,
1,2588672,79,nan,39245,65,739,44.12,0.93,0.7736799716949463,23.876876831054688,0.0005499401,0.952638700947226,0.000151757568,0.9904431664411367,312,-0.10054615256376565,0.9904431664411367,0.9756914544850588,0.12332288,0.4484722316265106,0.01308441162109375,-0.0006989494359004311,,,
,2621440,,,,,,,,0.7332999110221863,,0.0005690287,,0.000149857024,,316,-0.10006364504806697,,1.167441736906767,0.12233983999999999,0.5321813821792603,0.01030731201171875,-0.0006491059612017125,0.98,24.706125259399414,44.87
1,2621440,80,nan,39027,67,752,44.83,0.94,,24.16616439819336,,0.9321808510638298,,0.988031914893617,,,0.988031914893617,,,,,,,,
1,2654208,81,nan,39022,68,715,45.6,0.95,0.7095626592636108,24.2753963470459,0.00080119004,0.9552447552447553,0.00014795648,0.9916083916083916,320,-0.09786304668523371,0.9916083916083916,1.426923867315054,0.1213568,0.7598661780357361,0.01556396484375,-0.0005363494492485188,,,
1,2686976,82,nan,39041,68,728,46.26,0.98,0.7444343566894531,24.654735565185547,0.00066018425,0.9560439560439561,0.000146055936,0.9917582417582418,324,-0.09950714092701674,0.9917582417582418,1.0507672373205423,0.12037376,0.5441476106643677,0.01556396484375,-0.0007760366243019234,,,
1,2719744,83,nan,39087,69,722,45.55,0.97,0.7435308694839478,24.555442810058594,0.0005240935,0.9418282548476454,0.000144155392,0.9899584487534626,328,-0.09586431202478707,0.9899584487534626,1.04665482416749,0.11939072,0.5156235098838806,0.0135498046875,-0.0007512884403695352,,,
1,2752512,84,nan,39121,70,750,44.13,0.97,0.7447253465652466,24.496868133544922,0.0007061326,0.9626666666666667,0.000142254848,0.9930833333333333,332,-0.09736426267772913,0.9930833333333333,1.1555693745613098,0.11840768,0.5948081016540527,0.01811981201171875,-0.0006698062334180577,,,
1,2785280,85,nan,39150,71,735,45.29,0.96,0.7802476286888123,24.375699996948242,0.0005025676,0.9510204081632653,0.000140354304,0.9903061224489796,336,-0.10102156014181674,0.9903061224489796,0.8990147393196821,0.11742464000000001,0.40504929423332214,0.01134490966796875,-0.00045264164145919494,,,
1,2818048,86,nan,39223,71,737,44.88,0.96,0.7427250146865845,24.36611557006836,0.0005292434,0.9497964721845319,0.00013845376,0.9895691994572592,340,-0.09705221909098327,0.9895691994572592,1.1308166030794382,0.1164416,0.6043317317962646,0.0154876708984375,-0.0006304261914920062,,,
